Username,Login_Hour,Day_Of_Week,Login_Status,Failed_Attempts,Login_Frequency,IP_Address,Device_Type,Browser,Label,Month,Day,Is_Weekend,Time_Period,High_Failed_Attempts
96,9,4,1,1,2,106.153.71.168,2,1,0,12,25,0,2,0
59,15,2,1,0,4,232.211.191.65,1,0,0,12,13,1,0,0
41,13,5,1,0,1,233.110.175.85,0,1,0,5,12,0,0,0
99,18,1,1,1,3,226.59.56.216,1,1,0,1,26,0,1,0
7,8,1,1,2,1,212.85.237.19,1,0,0,12,29,0,2,0
22,12,3,1,1,1,185.16.245.250,0,2,0,7,5,1,0,0
10,20,3,1,0,1,139.57.184.147,0,1,0,5,31,1,1,0
10,2,5,1,10,8,161.47.121.204,2,2,1,3,24,0,3,1
70,8,5,1,1,5,205.112.234.157,0,1,0,1,13,0,2,0
6,12,0,1,1,4,246.255.196.203,0,2,0,5,22,0,0,0
70,12,6,1,1,4,5.46.149.96,1,2,0,9,3,0,0,0
98,17,1,1,0,1,96.151.153.218,2,1,0,9,22,0,1,0
84,10,0,1,1,1,230.89.70.54,1,0,0,6,19,0,2,0
54,11,2,1,2,5,147.12.84.248,2,1,0,6,20,1,2,0
89,15,4,1,2,1,45.250.171.245,1,2,0,8,14,0,0,0
8,16,0,1,0,3,217.160.244.102,0,0,0,1,16,0,0,0
15,9,4,1,1,1,197.183.73.218,2,1,0,10,2,0,2,0
72,11,1,1,0,3,184.89.9.73,2,1,0,4,20,0,2,0
63,13,0,1,2,5,15.50.167.99,1,0,0,11,14,0,0,0
3,14,0,1,2,5,16.112.192.190,1,1,0,10,17,0,0,0
60,17,1,1,1,5,196.119.5.137,0,0,0,8,4,0,1,0
69,16,1,1,1,5,163.216.211.99,1,1,0,4,20,0,0,0
60,23,6,1,7,20,7.157.103.58,0,1,1,5,20,0,3,1
98,8,3,1,2,5,162.181.107.218,0,1,0,8,31,1,2,0
66,11,2,1,0,1,116.130.13.217,2,2,0,3,14,1,2,0
97,16,2,1,2,1,190.120.63.182,0,0,0,10,25,1,0,0
90,11,1,1,1,1,74.43.182.234,0,2,0,10,13,0,2,0
81,9,5,1,2,5,46.255.204.147,2,2,0,12,23,0,2,0
87,17,1,1,1,3,198.174.18.102,0,0,0,3,23,0,1,0
58,19,2,1,1,5,40.13.206.230,1,2,0,1,3,1,1,0
63,14,5,1,1,2,45.249.105.110,1,1,0,7,29,0,0,0
28,9,4,1,0,3,200.59.73.57,0,1,0,12,25,0,2,0
0,18,5,1,0,2,92.154.106.115,1,0,0,6,30,0,1,0
80,8,5,1,0,1,45.117.237.14,0,2,0,9,30,0,2,0
45,13,0,1,2,3,77.137.240.7,2,1,0,8,15,0,0,0
11,23,1,0,10,19,132.149.2.30,1,0,1,11,17,0,3,1
74,18,1,1,1,3,90.180.95.34,1,0,0,6,15,0,1,0
29,19,2,1,1,2,172.94.207.53,0,1,0,9,13,1,1,0
2,11,6,1,2,1,4.172.148.219,2,0,0,5,13,0,2,0
44,14,2,1,0,3,166.243.164.79,1,0,0,8,30,1,0,0
76,19,0,1,0,1,182.47.103.42,2,1,0,1,9,0,1,0
16,12,3,1,2,4,248.188.223.91,2,1,0,3,22,1,0,0
39,10,0,1,1,4,234.18.255.6,1,0,0,11,21,0,2,0
60,15,3,1,0,4,106.219.135.78,1,2,0,10,26,1,0,0
54,18,6,1,1,3,133.43.163.134,1,2,0,2,18,0,1,0
22,3,0,0,7,8,125.103.173.52,1,2,1,10,24,0,3,1
56,9,5,1,2,3,183.176.66.184,2,2,0,12,30,0,2,0
22,3,6,1,9,13,164.239.13.144,1,2,1,10,29,0,3,1
70,9,3,1,0,1,67.55.183.247,2,1,0,8,3,1,2,0
5,16,0,1,0,4,92.15.236.17,1,2,0,4,24,0,0,0
43,8,6,1,1,3,44.250.104.230,2,0,0,1,14,0,2,0
93,4,4,0,9,7,104.65.68.57,1,2,1,10,2,0,3,1
46,8,4,1,2,2,246.13.212.214,0,0,0,3,19,0,2,0
92,4,4,0,8,14,127.97.140.210,0,1,1,7,31,0,3,1
2,12,5,1,0,1,113.214.95.7,1,1,0,3,31,0,0,0
37,9,1,1,2,5,7.112.136.23,2,2,0,11,3,0,2,0
45,14,5,1,0,2,47.45.107.226,1,1,0,9,23,0,0,0
18,16,2,1,2,5,182.160.215.24,1,1,0,7,18,1,0,0
78,9,2,1,0,5,93.236.214.216,0,0,0,1,17,1,2,0
72,12,4,1,2,5,191.149.80.138,1,0,0,1,8,0,0,0
9,18,2,1,1,1,31.187.33.38,2,2,0,4,25,1,1,0
50,9,0,1,1,3,193.21.41.32,2,0,0,7,3,0,2,0
48,17,6,1,2,1,149.153.246.192,0,0,0,7,22,0,1,0
57,20,3,1,2,1,167.206.165.237,0,1,0,8,31,1,1,0
23,18,5,1,1,5,218.253.81.92,0,2,0,9,30,0,1,0
83,14,1,1,1,3,66.225.74.130,1,2,0,6,8,0,0,0
53,9,3,1,1,5,80.133.114.141,0,2,0,11,30,1,2,0
18,11,4,1,1,3,107.100.51.51,0,1,0,8,14,0,2,0
56,18,5,1,1,2,217.239.176.163,0,1,0,2,3,0,1,0
59,20,5,1,2,4,109.124.7.35,1,1,0,9,2,0,1,0
21,11,4,1,0,3,231.160.207.101,2,2,0,4,9,0,2,0
77,11,5,1,0,1,213.114.176.117,1,2,0,7,7,0,2,0
5,9,2,1,2,3,120.27.190.94,0,1,0,9,13,1,2,0
14,23,1,1,7,9,94.45.120.153,0,2,1,12,8,0,3,1
3,16,1,1,1,1,112.198.17.26,2,2,0,2,2,0,0,0
93,16,6,1,2,3,117.187.140.38,1,1,0,1,21,0,0,0
53,9,0,1,1,5,242.207.42.136,0,0,0,1,9,0,2,0
63,11,0,1,0,2,209.224.93.93,1,2,0,5,15,0,2,0
70,0,2,0,3,12,157.138.179.234,2,1,1,1,3,1,3,1
77,10,4,0,0,5,71.182.52.210,0,1,0,6,18,0,2,0
52,13,1,1,0,3,154.67.245.240,1,1,0,11,3,0,0,0
67,14,4,1,0,5,204.120.90.235,2,2,0,4,16,0,0,0
61,11,1,1,1,1,120.23.98.15,0,2,0,2,9,0,2,0
81,20,0,1,1,3,12.218.254.239,0,2,0,10,3,0,1,0
64,19,3,1,2,3,78.99.9.248,0,0,0,11,9,1,1,0
62,11,3,1,0,3,247.212.20.73,0,1,0,10,12,1,2,0
54,20,4,1,2,2,14.183.4.20,1,1,0,3,19,0,1,0
12,1,3,0,4,19,201.221.138.123,0,1,1,8,24,1,3,1
75,20,2,1,2,4,43.4.122.228,0,0,0,9,13,1,1,0
23,19,0,1,2,4,133.194.246.26,0,0,0,7,3,0,1,0
7,1,4,0,9,19,60.100.250.128,1,0,1,3,12,0,3,1
32,9,4,1,1,3,110.42.104.11,0,1,0,6,18,0,2,0
65,10,3,1,1,3,128.98.148.95,2,0,0,2,8,1,2,0
4,14,6,1,0,4,238.117.33.27,2,2,0,8,20,0,0,0
41,10,5,1,2,4,184.126.124.247,1,2,0,8,12,0,2,0
54,17,1,1,0,2,214.194.101.29,0,0,0,8,11,0,1,0
70,13,6,1,0,2,131.135.81.85,1,1,0,1,28,0,0,0
23,8,1,1,2,3,214.141.110.252,0,0,0,6,29,0,2,0
63,23,1,0,3,17,133.93.48.35,1,1,1,7,20,0,3,1
64,12,2,1,0,4,196.246.169.64,1,1,0,6,13,1,0,0
26,4,2,0,5,8,119.36.93.29,0,1,1,4,11,1,3,1
45,15,0,1,1,2,162.235.135.19,2,2,0,10,3,0,0,0
94,18,0,1,2,3,1.189.251.53,2,2,0,2,13,0,1,0
34,22,1,0,8,13,60.222.190.216,1,2,1,7,6,0,3,1
1,20,4,1,2,2,12.32.192.5,2,0,0,1,1,0,1,0
4,14,3,1,2,5,194.27.219.123,1,1,0,9,28,1,0,0
17,11,3,1,1,5,116.18.129.76,0,1,0,7,5,1,2,0
45,8,5,1,1,5,8.163.123.226,0,1,0,9,23,0,2,0
16,11,2,1,0,1,245.181.251.143,0,0,0,8,23,1,2,0
40,8,6,1,0,2,194.192.57.44,2,0,0,5,13,0,2,0
59,11,2,1,2,5,100.32.116.119,2,2,0,1,10,1,2,0
36,3,1,1,6,6,141.27.25.177,2,0,1,3,2,0,3,1
41,9,5,1,0,2,121.206.61.166,1,2,0,1,27,0,2,0
42,10,2,1,0,2,108.157.5.237,2,1,0,4,11,1,2,0
90,8,0,1,1,2,4.179.178.215,2,0,0,12,19,0,2,0
89,11,0,1,0,2,37.70.194.247,0,0,0,10,17,0,2,0
45,0,5,1,10,9,169.205.235.199,2,2,1,6,9,0,3,1
59,10,5,1,2,1,85.93.146.164,2,0,0,5,12,0,2,0
20,20,2,1,1,1,188.164.191.249,2,0,0,6,13,1,1,0
96,16,5,1,2,3,217.136.90.223,0,0,0,12,16,0,0,0
12,19,6,1,0,4,34.233.84.237,0,0,0,9,17,0,1,0
42,10,5,1,0,2,250.68.231.80,0,1,0,7,21,0,2,0
58,17,3,1,0,3,149.224.218.84,2,1,0,9,28,1,1,0
19,14,0,1,1,1,56.90.144.189,2,2,0,12,19,0,0,0
44,9,2,1,1,1,45.179.108.248,2,0,0,2,14,1,2,0
56,11,6,1,0,2,150.52.82.89,0,1,0,6,3,0,2,0
76,14,3,1,1,2,47.24.40.129,1,2,0,8,17,1,0,0
48,12,0,1,2,5,96.104.223.10,2,0,0,10,3,0,0,0
11,8,2,1,1,4,15.177.4.123,0,0,0,2,28,1,2,0
79,17,5,1,1,5,25.31.218.104,1,1,0,10,7,0,1,0
38,15,5,1,0,1,4.241.235.95,2,1,0,1,13,0,0,0
68,15,1,1,2,1,176.232.145.82,0,2,0,8,18,0,0,0
13,11,2,1,2,1,229.245.69.195,1,0,0,12,27,1,2,0
79,4,6,1,10,18,55.195.100.254,0,0,1,1,7,0,3,1
8,16,5,1,2,5,170.186.252.217,0,0,0,4,14,0,0,0
48,19,0,1,2,4,100.226.97.192,2,0,0,2,20,0,1,0
84,3,4,0,7,11,45.185.6.222,1,0,1,7,9,0,3,1
30,23,1,0,7,19,6.145.36.194,1,1,1,11,24,0,3,1
46,10,3,1,2,5,45.185.144.77,2,2,0,5,17,1,2,0
40,12,2,1,2,5,162.200.163.119,0,1,0,2,7,1,0,0
10,9,6,1,2,4,225.160.17.222,0,2,0,9,24,0,2,0
54,14,3,1,0,2,253.238.202.255,0,0,0,10,5,1,0,0
52,4,2,1,3,8,3.184.132.130,0,0,1,5,23,1,3,1
74,10,1,1,1,1,116.19.97.40,2,1,0,7,6,0,2,0
73,9,1,1,0,1,156.125.53.134,2,1,0,10,13,0,2,0
85,14,5,1,1,3,84.213.29.39,0,2,0,11,4,0,0,0
46,14,3,1,2,3,122.138.185.125,2,0,0,2,22,1,0,0
87,15,2,1,1,4,88.207.187.203,0,0,0,5,2,1,0,0
53,17,3,1,2,1,241.146.58.35,2,1,0,6,28,1,1,0
2,20,1,1,0,3,111.122.32.240,1,1,0,6,22,0,1,0
29,22,1,1,3,11,5.198.221.36,0,1,1,12,15,0,3,1
22,11,6,1,1,3,126.35.32.205,1,2,0,11,5,0,2,0
64,20,6,1,0,4,228.70.239.114,0,2,0,7,1,0,1,0
13,16,4,1,0,4,93.159.31.242,0,2,0,7,16,0,0,0
65,9,0,1,0,5,168.214.87.70,2,2,0,7,10,0,2,0
64,19,5,1,1,2,189.28.80.116,1,0,0,6,9,0,1,0
69,22,6,0,8,10,136.192.62.236,0,2,1,7,22,0,3,1
26,15,5,1,1,5,84.40.161.37,1,0,0,9,9,0,0,0
78,17,2,1,1,2,185.190.2.75,0,2,0,7,18,1,1,0
37,8,5,1,2,4,37.131.92.86,1,1,0,10,14,0,2,0
67,4,1,1,10,11,225.9.51.225,1,1,1,7,28,0,3,1
56,20,6,0,2,4,160.229.88.209,2,2,0,5,13,0,1,0
24,10,4,1,0,4,129.220.239.226,1,0,0,10,2,0,2,0
56,16,0,0,1,5,144.116.131.240,0,1,0,5,8,0,0,0
91,1,2,0,3,8,200.8.14.145,0,2,1,3,21,1,3,1
77,17,0,1,1,1,152.219.221.9,0,0,0,7,24,0,1,0
81,20,1,1,0,3,242.26.125.64,1,1,0,11,24,0,1,0
76,18,3,0,0,3,202.148.202.76,1,1,0,5,24,1,1,0
53,19,5,1,0,1,46.124.186.161,2,0,0,10,14,0,1,0
39,16,4,1,1,1,233.177.159.173,1,0,0,5,28,0,0,0
22,11,1,1,1,2,234.126.84.135,0,2,0,6,15,0,2,0
57,0,6,0,6,11,139.2.25.107,0,2,1,11,5,0,3,1
68,16,2,1,0,5,46.130.89.35,0,1,0,3,7,1,0,0
61,12,5,1,2,5,195.85.9.225,1,2,0,4,21,0,0,0
38,19,4,1,0,5,142.57.216.139,2,1,0,5,7,0,1,0
7,20,3,1,2,5,68.14.83.30,0,2,0,4,12,1,1,0
31,23,3,0,10,20,184.185.133.69,2,0,1,10,5,1,3,1
12,0,4,0,8,9,127.150.59.9,2,0,1,4,16,0,3,1
4,4,6,0,9,16,40.117.224.58,0,2,1,10,29,0,3,1
15,10,5,1,2,4,43.238.24.152,1,0,0,9,30,0,2,0
55,23,4,0,10,14,208.81.158.211,0,0,1,4,2,0,3,1
23,10,2,1,2,4,161.43.110.27,2,1,0,2,7,1,2,0
3,14,4,1,1,1,172.97.112.141,1,2,0,6,18,0,0,0
8,16,5,1,2,2,235.237.209.32,2,0,0,2,3,0,0,0
87,19,3,1,2,4,206.160.180.240,2,0,0,8,24,1,1,0
90,19,0,1,2,2,89.130.98.238,1,0,0,12,12,0,1,0
67,11,0,1,1,3,202.230.30.159,1,0,0,9,5,0,2,0
46,1,6,0,4,15,172.90.142.132,1,2,1,2,18,0,3,1
87,10,2,1,0,5,136.254.137.8,0,1,0,10,25,1,2,0
78,10,2,1,1,1,153.132.7.150,2,0,0,10,11,1,2,0
78,4,3,1,6,20,144.109.163.58,1,0,1,7,12,1,3,1
84,9,2,1,2,3,64.132.44.19,0,2,0,11,1,1,2,0
16,19,0,1,1,1,84.38.12.60,0,0,0,5,8,0,1,0
91,9,3,1,1,3,187.83.222.121,0,2,0,3,29,1,2,0
74,17,4,1,1,2,30.141.173.147,1,2,0,1,15,0,1,0
40,14,2,1,0,2,118.89.213.219,2,1,0,12,13,1,0,0
64,8,0,1,1,4,38.103.178.231,0,2,0,9,26,0,2,0
23,13,0,1,2,5,219.13.216.136,2,2,0,2,6,0,0,0
28,15,1,1,2,5,248.53.237.12,1,0,0,5,18,0,0,0
0,16,0,1,1,1,180.249.198.60,2,2,0,5,22,0,0,0
77,20,3,1,0,5,190.143.191.236,1,1,0,11,30,1,1,0
83,9,6,1,1,3,198.19.145.58,2,1,0,1,14,0,2,0
41,4,5,0,4,18,119.218.177.37,1,2,1,2,10,0,3,1
9,11,4,1,1,4,249.241.146.171,1,1,0,6,18,0,2,0
45,14,1,1,0,4,113.247.166.132,1,1,0,4,27,0,0,0
92,22,1,0,3,6,161.21.49.158,1,1,1,3,30,0,3,1
38,11,2,1,0,2,187.121.107.247,0,2,0,8,9,1,2,0
47,10,3,1,2,2,174.43.109.159,0,2,0,3,1,1,2,0
61,14,4,1,0,5,36.228.30.168,0,2,0,7,16,0,0,0
82,22,6,1,4,13,32.183.229.147,0,2,1,7,15,0,3,1
1,12,1,1,1,1,167.184.45.63,1,1,0,11,3,0,0,0
3,13,6,1,0,5,230.220.116.171,0,2,0,2,4,0,0,0
80,15,3,1,1,2,161.233.144.1,1,2,0,6,28,1,0,0
36,23,1,0,7,20,170.140.85.37,1,1,1,8,25,0,3,1
7,13,5,1,1,3,91.247.3.76,0,1,0,8,26,0,0,0
75,11,2,1,0,5,94.176.240.228,0,1,0,12,6,1,2,0
76,10,3,0,2,2,18.31.152.14,2,2,0,1,18,1,2,0
78,12,0,1,0,1,167.108.196.101,1,2,0,6,26,0,0,0
95,22,3,0,3,13,176.104.217.137,1,2,1,4,26,1,3,1
32,8,1,1,0,5,57.109.68.7,0,1,0,5,11,0,2,0
32,14,2,1,1,1,60.177.74.161,1,2,0,3,14,1,0,0
25,19,3,1,2,1,45.195.45.136,0,2,0,11,16,1,1,0
25,4,6,0,7,12,69.100.104.58,2,1,1,2,11,0,3,1
87,16,4,1,1,3,34.6.206.189,2,1,0,1,29,0,0,0
54,13,3,1,1,3,23.204.21.102,2,1,0,10,26,1,0,0
12,23,2,1,3,7,147.146.251.178,1,2,1,4,25,1,3,1
48,16,3,1,0,5,194.36.221.184,0,1,0,12,7,1,0,0
60,3,4,0,5,6,96.164.90.170,2,1,1,7,23,0,3,1
95,19,2,1,2,1,96.209.1.217,0,2,0,5,16,1,1,0
76,18,4,1,1,4,124.63.106.240,2,2,0,6,4,0,1,0
18,13,4,1,0,5,178.76.233.40,0,0,0,12,4,0,0,0
20,17,2,1,0,5,220.147.143.219,1,2,0,6,6,1,1,0
54,15,1,1,1,3,227.104.66.238,2,0,0,6,1,0,0,0
50,11,4,1,2,4,59.220.32.148,1,0,0,4,9,0,2,0
46,10,3,1,1,5,119.206.254.92,1,2,0,3,1,1,2,0
27,19,6,0,2,4,14.153.30.106,1,0,0,3,11,0,1,0
6,15,0,1,2,1,27.250.34.205,2,2,0,10,17,0,0,0
89,1,0,1,9,18,221.247.133.216,0,0,1,4,3,0,3,1
45,8,3,1,1,5,48.112.136.200,2,2,0,6,21,1,2,0
0,2,0,0,6,11,185.251.244.29,1,1,1,6,19,0,3,1
34,12,5,1,1,3,166.86.94.193,2,0,0,5,19,0,0,0
88,8,2,1,0,2,76.199.201.172,1,0,0,8,9,1,2,0
96,20,0,1,1,4,105.158.223.164,0,2,0,11,7,0,1,0
69,20,5,1,0,2,120.50.223.89,1,1,0,2,10,0,1,0
27,14,4,0,1,3,236.243.71.132,1,2,0,8,28,0,0,0
66,19,1,1,1,4,41.174.157.54,2,0,0,4,13,0,1,0
78,17,1,1,0,5,173.147.130.129,1,2,0,5,25,0,1,0
69,9,5,1,1,1,68.35.148.251,1,0,0,10,14,0,2,0
28,15,1,1,2,3,175.139.130.195,2,2,0,5,11,0,0,0
29,9,5,1,1,1,62.49.152.63,0,1,0,6,16,0,2,0
1,17,2,1,1,2,72.162.30.202,0,2,0,5,23,1,1,0
28,18,0,1,0,3,80.171.191.141,1,1,0,8,1,0,1,0
77,18,5,1,2,1,160.81.41.232,1,2,0,12,16,0,1,0
33,17,2,1,2,4,205.175.116.216,0,0,0,3,28,1,1,0
74,20,4,1,2,5,164.112.85.252,1,1,0,6,4,0,1,0
21,15,1,1,1,2,132.40.73.176,2,2,0,5,4,0,0,0
18,19,1,1,1,4,171.221.231.119,0,1,0,10,13,0,1,0
71,3,3,0,10,20,136.100.80.1,2,1,1,9,21,1,3,1
64,15,4,1,2,3,3.15.248.189,0,2,0,1,1,0,0,0
75,16,1,1,1,3,55.125.239.200,0,1,0,6,15,0,0,0
47,9,2,1,0,4,78.137.172.47,1,0,0,1,17,1,2,0
49,3,2,0,6,11,246.102.81.249,0,2,1,6,13,1,3,1
64,14,4,1,2,1,211.193.243.64,2,2,0,8,28,0,0,0
16,19,6,1,0,5,53.23.128.83,0,1,0,4,1,0,1,0
25,14,6,1,1,4,169.103.92.58,1,2,0,11,26,0,0,0
50,14,4,1,2,4,112.249.233.19,0,1,0,10,9,0,0,0
79,18,1,1,1,1,122.28.86.134,1,1,0,1,19,0,1,0
52,9,5,1,0,4,5.204.235.133,1,0,0,7,21,0,2,0
49,8,0,1,0,1,26.61.102.161,2,0,0,2,6,0,2,0
14,0,0,0,9,15,32.193.177.37,2,0,1,1,2,0,3,1
79,20,5,1,1,5,165.79.13.54,0,0,0,4,7,0,1,0
21,16,0,1,1,3,66.137.98.239,0,0,0,12,5,0,0,0
91,13,3,1,1,3,81.86.212.56,0,2,0,11,2,1,0,0
98,16,3,1,1,4,179.78.104.187,1,1,0,3,1,1,0,0
27,18,5,1,0,3,193.225.124.44,2,0,0,11,4,0,1,0
81,8,0,1,2,1,87.241.30.227,0,0,0,10,17,0,2,0
79,19,3,0,0,4,109.44.145.55,2,1,0,2,15,1,1,0
20,19,6,1,1,5,192.37.198.254,2,0,0,10,8,0,1,0
88,12,6,1,0,2,19.77.106.49,2,0,0,8,20,0,0,0
81,17,6,1,0,3,215.209.22.37,2,1,0,10,29,0,1,0
80,10,0,1,0,1,74.107.236.31,1,1,0,5,8,0,2,0
30,12,4,1,1,3,8.231.149.182,2,1,0,1,22,0,0,0
46,16,6,1,2,1,164.156.134.145,0,0,0,4,8,0,0,0
11,20,6,1,1,5,235.122.119.123,1,0,0,2,4,0,1,0
61,13,3,1,0,2,85.193.142.216,2,2,0,10,19,1,0,0
77,20,5,1,2,3,5.138.51.42,0,0,0,11,11,0,1,0
78,3,4,0,4,9,70.73.217.194,0,1,1,4,16,0,3,1
40,22,2,0,5,16,243.75.85.216,2,1,1,1,31,1,3,1
70,10,0,0,1,3,235.56.27.14,2,1,0,5,1,0,2,0
88,9,2,1,2,4,164.19.209.242,2,1,0,7,25,1,2,0
97,15,6,1,0,1,182.96.219.13,1,0,0,5,20,0,0,0
95,14,6,0,1,2,196.228.122.213,0,0,0,12,10,0,0,0
96,1,2,0,3,6,96.186.41.198,2,2,1,3,28,1,3,1
63,15,1,1,2,4,240.153.128.81,0,0,0,4,13,0,0,0
72,20,3,0,2,5,33.101.44.114,1,0,0,11,30,1,1,0
31,11,2,1,0,3,221.178.140.42,0,0,0,9,27,1,2,0
76,19,1,1,0,1,152.198.174.241,0,0,0,9,8,0,1,0
38,3,1,0,9,8,9.43.184.171,1,1,1,10,6,0,3,1
69,11,5,1,1,5,17.18.124.252,2,2,0,6,16,0,2,0
69,8,1,0,0,5,242.37.64.32,1,1,0,4,27,0,2,0
64,14,5,1,1,4,179.56.40.145,2,2,0,7,7,0,0,0
43,17,6,0,0,3,4.67.122.9,0,2,0,7,30,0,1,0
42,14,1,1,1,1,188.67.156.182,2,0,0,9,8,0,0,0
72,14,3,1,0,1,213.183.182.132,2,2,0,5,3,1,0,0
64,23,6,0,5,11,216.11.111.236,0,1,1,9,10,0,3,1
59,8,6,1,0,5,63.62.110.150,2,0,0,1,28,0,2,0
67,15,5,1,2,1,85.138.47.87,1,0,0,8,12,0,0,0
28,14,5,1,2,4,248.156.233.147,0,0,0,10,14,0,0,0
2,13,2,0,2,2,136.122.216.171,1,0,0,11,22,1,0,0
36,15,2,1,1,2,57.11.204.123,0,2,0,11,1,1,0,0
41,10,6,1,1,1,169.105.112.82,0,0,0,12,3,0,2,0
80,20,3,1,0,3,48.176.250.236,0,1,0,8,3,1,1,0
28,20,2,1,2,4,70.19.58.240,2,1,0,3,21,1,1,0
30,18,2,1,0,1,67.26.133.132,1,0,0,1,10,1,1,0
38,19,1,1,2,2,70.169.146.212,2,2,0,8,4,0,1,0
59,3,4,0,5,7,97.40.184.217,0,0,1,1,15,0,3,1
68,12,3,1,1,2,151.9.50.131,0,1,0,8,31,1,0,0
63,9,3,1,1,4,82.242.71.230,2,0,0,3,29,1,2,0
22,17,1,0,2,2,143.218.119.44,2,2,0,1,12,0,1,0
18,13,4,1,0,3,37.163.104.117,1,2,0,10,23,0,0,0
74,17,4,1,2,2,212.131.52.152,1,2,0,1,22,0,1,0
80,3,4,0,8,6,236.199.136.113,1,0,1,8,28,0,3,1
70,17,0,1,0,3,235.191.203.45,1,1,0,10,17,0,1,0
7,20,5,1,1,3,72.86.220.106,1,2,0,10,21,0,1,0
45,16,2,1,2,2,174.240.100.240,1,1,0,4,25,1,0,0
53,12,0,1,2,5,31.30.97.134,1,2,0,11,28,0,0,0
74,17,6,1,0,1,170.104.122.253,0,1,0,4,8,0,1,0
65,12,6,1,2,5,22.65.16.182,0,1,0,4,1,0,0,0
78,11,1,1,1,4,100.119.101.221,2,2,0,3,16,0,2,0
54,15,1,1,0,1,84.108.4.123,1,1,0,11,24,0,0,0
90,17,6,1,2,1,53.129.192.140,0,1,0,5,27,0,1,0
36,12,2,1,2,2,105.32.253.211,0,0,0,11,8,1,0,0
24,23,6,1,9,18,17.254.88.230,1,1,1,1,28,0,3,1
33,15,2,1,2,3,91.53.159.112,1,2,0,2,21,1,0,0
54,11,1,1,2,1,178.101.78.192,0,0,0,5,18,0,2,0
23,16,1,1,0,5,195.138.121.145,0,2,0,1,19,0,0,0
68,10,5,1,1,3,117.136.248.57,1,2,0,3,31,0,2,0
20,12,6,1,2,4,85.99.208.200,2,1,0,12,31,0,0,0
75,15,2,1,1,3,207.143.61.55,1,0,0,2,21,1,0,0
73,20,2,1,2,1,25.17.96.25,1,2,0,6,27,1,1,0
28,10,0,1,1,5,214.184.233.38,0,0,0,12,26,0,2,0
47,18,2,1,0,3,45.193.61.78,1,0,0,6,27,1,1,0
80,14,6,1,1,2,69.67.90.55,2,0,0,12,3,0,0,0
67,9,0,1,0,5,75.44.116.17,0,2,0,7,24,0,2,0
67,20,4,1,2,4,75.148.15.156,2,2,0,5,7,0,1,0
96,12,2,1,2,4,187.37.36.34,2,1,0,7,26,1,0,0
13,8,0,1,2,4,106.58.171.251,2,2,0,10,31,0,2,0
16,19,4,1,1,3,92.238.154.12,0,2,0,8,21,0,1,0
12,8,3,1,2,5,247.132.206.129,1,2,0,7,19,1,2,0
91,13,4,1,0,3,160.191.144.126,0,1,0,2,12,0,0,0
30,12,6,1,1,2,238.232.244.154,1,2,0,6,10,0,0,0
18,8,1,1,0,5,247.49.4.67,2,2,0,2,2,0,2,0
44,9,2,1,2,5,199.165.100.98,0,1,0,7,11,1,2,0
57,9,5,1,0,1,212.95.122.164,0,0,0,3,3,0,2,0
73,9,5,1,2,4,58.90.231.125,2,1,0,2,3,0,2,0
89,3,3,0,10,13,30.102.25.21,1,0,1,6,28,1,3,1
71,8,6,1,2,4,49.50.27.151,2,0,0,11,12,0,2,0
22,11,1,1,1,4,18.148.112.114,0,0,0,8,11,0,2,0
2,16,0,1,1,3,142.128.67.55,0,1,0,11,14,0,0,0
9,13,2,1,0,3,124.53.55.127,1,0,0,8,23,1,0,0
21,15,1,1,1,5,92.251.21.211,1,2,0,11,3,0,0,0
74,13,1,1,0,5,4.45.16.32,1,2,0,10,20,0,0,0
94,12,5,1,2,1,9.176.20.9,2,1,0,12,2,0,0,0
60,3,5,1,4,20,241.42.143.145,0,0,1,5,26,0,3,1
56,12,0,1,2,3,178.105.254.201,2,1,0,2,20,0,0,0
87,18,0,1,0,3,202.65.18.59,0,0,0,10,31,0,1,0
78,8,1,1,1,5,48.123.90.179,0,1,0,10,20,0,2,0
65,16,5,1,1,3,73.22.29.159,0,1,0,12,2,0,0,0
94,16,1,1,1,1,169.249.129.4,1,2,0,1,12,0,0,0
17,8,6,1,0,2,96.245.210.80,0,2,0,2,25,0,2,0
92,15,6,1,1,5,17.127.240.40,1,1,0,6,24,0,0,0
47,16,4,1,1,1,144.228.174.25,0,0,0,2,5,0,0,0
83,14,3,1,2,5,85.154.134.40,2,1,0,9,21,1,0,0
11,10,4,1,1,4,19.31.186.125,1,2,0,2,12,0,2,0
37,10,3,1,0,1,150.121.149.140,1,2,0,3,22,1,2,0
28,23,2,0,6,7,214.188.209.130,2,1,1,2,21,1,3,1
50,8,3,1,1,2,154.241.165.66,2,2,0,11,16,1,2,0
32,9,4,0,0,5,136.43.174.234,1,0,0,5,28,0,2,0
30,13,4,1,2,4,130.36.103.174,0,2,0,6,25,0,0,0
95,10,6,1,0,2,18.171.210.115,2,0,0,12,31,0,2,0
16,15,5,1,2,5,195.207.131.223,2,2,0,2,24,0,0,0
55,2,2,0,3,8,179.16.170.211,0,2,1,2,14,1,3,1
14,8,0,1,1,4,151.120.35.193,0,1,0,7,10,0,2,0
18,11,2,1,1,1,215.38.237.100,2,1,0,11,22,1,2,0
19,3,2,0,4,15,57.234.110.17,1,2,1,6,20,1,3,1
94,20,4,1,1,3,222.123.15.102,0,2,0,8,28,0,1,0
